Hope you find a bitch with some ass that satisfies ya needs,offensive language
Hopefully this niggah buys my gamma 11 s cause I want them,offensive language
Horny called me asking her to buy her a drink this morning and then this jiggaboo walks in WITH A SONIC DRINK IN HER HAND #DONE,neither
Horse racing, bitch.,offensive language
Houston has so many trash drivers,offensive language
How I m supposed to know you not just a butch dyke if yeen got a beard, my man?,hate speech and offensive language
How Paul gonna pick up the ball after a score, and bitch to thevrefs and the Warriors bench without getting a T?,offensive language
How about a Charles in Charge movie with Shia LeBouf as Charlie and Ryan Gosling as Buddy. #WhyNot.,neither
How are you gonna be a cunt to your friends,offensive language
How bout them redskins?,neither
How can dre drop it but? So much cunts will illegally download it or go on itunes to get it. Should be a fuckin hardcore cd, in shops only.,offensive language
How can you say you don t want a nigga that s friendly but your pussy is like Casper the friendly ghost?,offensive language
How come I won t pray but find time for a bitch,offensive language
How da fucc we gone believe that you out here selling bricks wit some Dirty ass kicks nicca u ain t sellin shit!,offensive language
How did I get stuck with the worlds biggest cunt for a sister? I just wanna set the cunt on fire and send her straight to hell,hate speech and offensive language
How do I tell this cashier that I m tryna fuck her right in the pussy,offensive language
How do ask a broad to JUST eat her pussy?,offensive language
How do you bloke someone on insta?? Dumb bitch scares me,offensive language
How he move in a room full of No s? How he stay faithful in a room full of hoes?,offensive language
How is Angry Birds the movie going to work? They re just floating bird heads?,neither
How is that not a yellow on Ronaldo for full on body bumping the ref?,neither
How long after the redskins change their nsme will all memorabilia w/redskind name be deemef racist and therefore illegal? Any thoughts?,hate speech
How many #Yankees players have 3K hits? You have to put #DerekJeter in the conversation for Best Yankee Ever. His numbers demand it.,neither
How mich time the P O P Hold It Down nigga bitch catch?,offensive language
How my bestf gon call me  People  like ima regular niggah to her now smh .,hate speech and offensive language
How now, gung-ho?,offensive language
How she stay faithful with a room full of hoes,hate speech and offensive language
How tf you act like a bitch ?,offensive language
How this ugly ass nigga gets more pussy than me ?,hate speech and offensive language
How y all associate or even entertain that bitch ass nigga is beyond my comprehension,offensive language
How you gone wife a bitch that let niggas lick on her head in public?,hate speech and offensive language
How you gonna use my name while you talmbout pussy tastes? lol,offensive language
How you just gon start some mess and try to break up that man home? For 20 racks, I ll kill that hoe for breezy fam.,hate speech and offensive language
How you like them apples you pineapple bitch?,offensive language
How you livin hoe.,offensive language
How you rap but can t getcho bitch to RT ya music? Put the Mic down bro.,offensive language
How you unblock bitches on here?,offensive language
How s this bitch wearing high heals right now,offensive language
Hugh Heffner gonna be on Life Support, STILL gettin pussy,offensive language
Hugh Hefner has lived the life that most of us men only dream of. The man is 88 and still gettin all the pussy he wants.,offensive language
Hungry as ferkin nips,offensive language
Hungry then a hoe,offensive language
Hunkie is resorting to dick kicks,offensive language
Hurry up nigga this the last key they dont kno where the fiberglass safe at to get in that bitch you need a glass key!,offensive language
Hurry up nigga this the last key, they dont know where the fiberglass safe at, to get in that bitch you need a glass key!,offensive language
Hustling aint for everybody either .. Jus like certain niccas can t hoop or play football certain niccas can t hustle,offensive language
Hypocritical little bitch,offensive language
I CONFESS&gt; #DegenerateArtist and #RebelScience IS THE #WALRUS who sneaks pussy in the night&gt; I AM #Artist paints your wife with #BASTARDS&gt;,offensive language
I Fucken can t stand little cunts that write a damn Essay on how the feel about something on Facebook. #gross,hate speech and offensive language
I I haven t watched a single episode of #LHHNY however I m watching the reunion. This coon shit. I mean the levels of ratcheticity,offensive language
I LISTEN TO BASED GOD ONE TIME NOW IM BASED. No bitch stfu. Your like 13 stay outa the based game.,offensive language
I Was Down for A Minute , them bitches left a Nigga 
Them hoes forgot about me , like they neva met a nigga,offensive language
I absolutely love my Shanti regardless what we go through that s my bitch,offensive language
I actually just hate the bitches on here,offensive language
I adopted these bitches,hate speech and offensive language
I ain t Finna sleep bitch it s 8 o clock when you finish noddin meet me at the top,hate speech and offensive language
I ain t Neva care what ah bitch had to say bout me,offensive language
I ain t a killer but don t push me. Revenge is like the sweetest joy next to getting pussy,offensive language
I ain t been to the fair since I was like 8 and I haven t wanted to go since then either for some reason. Too many niggers for me,hate speech and offensive language
I ain t bout to listen to this nigga rap about eating pussy,hate speech and offensive language
I ain t buying no pussy I got too many followers for that,offensive language
I ain t cuffing no bitch that s out here posting sex gif s but maybe I m just different,offensive language
I ain t cutting my hair for u hoes at hc,offensive language
I ain t don t turnin up bitch,offensive language
I ain t even know white girls had good pussy like dat eitha lbvs they #WINNIN too,offensive language
I ain t fenna be locked up 23 hours a day beating my dick for a guilty MF who out here fucking free world pussy.,offensive language
I ain t going to movies, hoe we straight sexing.,offensive language
I ain t got no pussy or weed, I m on that bitch suck my dick diet,offensive language
I ain t got no type, bad bitches is the only thing I like.,offensive language
I ain t no bitch no more, i got my license. :D,offensive language
I ain t really trippin about the money yo that shit constantly comes like a bitch pussy,offensive language
I ain t trying to fuck, bitch. I just want wings.,offensive language
I aint mad at you bitches thats what hoes do,offensive language
I aint mad at you, thats what hoes do,offensive language
I aint no killa but dont push me, revenge is the sweetest joy next to gettin pussy,offensive language
I aint saying you a bitch, But you be acting like a female, dog.,offensive language
I almost beat that bitch up.,offensive language
I almost ran this fine red bitch over.,offensive language
I almost stepped on a bird running around the floor ah they are so creepy,neither
I almost was nice once.. Then I realized people need to toughen up and stop being such emotional bitches,offensive language
I already done been exposed on Facebook by some hoe,offensive language
I already know I m about to buy so many bitches drinks tonight that I ll never fuck but life s all about hits and misses. Gotta take chances,offensive language
I already know Wilson gone hoe later on let me gone get my ammo,hate speech and offensive language
I already know you trash if being tatted is on the list of things you want in a nigga..,hate speech and offensive language
I always listen to ghetto ass rap when I get ready for football games.,offensive language
I always look like such a bitch,offensive language
I always soprised dat I has mo while followers den colored,neither
I always wanted a bull dog them hoes clean fuck a pit,offensive language
I am extremely sad to have to admit that some of the best 21st century Arabic rhymes have been written by Jihadis,offensive language
I am hungrier den a bitch,offensive language
I am legend in this bitch,offensive language
I am not your side bitch no more.,offensive language
I am out! I can t listen to Joe bitch about things he did himself and tell half truths. #msnbc your viewers deserve better #morningjoe,offensive language
I am so damn done dealing with hoes with kids. Puerto Rican dominican I don t care.,hate speech and offensive language
I am such a daddy s girl it s crazy I will drop a bitch in a second over my dad bro.,offensive language
I am the real vampire nigger.,hate speech and offensive language
I am what u said I am but am ain t no bitch,offensive language
I asked my two best friends to describe me in three words, I get back boss ass bitch and short, feisty, and Mexican. I love my friends.,offensive language
I asked the name of the bird ancient Egyptians used as the sun of god Heru (Horus).The Pheonix (firebird).,neither
I ate a monkey. #AndNowIHaveEbola,neither
I be chillin wit the bitches cuz a lotta niccas fake,offensive language
I be jamming Skid Row,Kix,Cinderella,Damn Yankees,Bon Jovi,Def Leppard,Whitesnake,Extreme,Vinnie Vincent Invasion,Ratt,Scorpions etc,neither
I be like nigga you s a real mark ass bitch for that lol,offensive language
I be out that bitch with the quickness,offensive language
I be ready to tell a bitch shut da fuck up lol,hate speech and offensive language
I be sayin I m done drinkin everyday but then one of my friends hit me up like I gotta case and only faggots turn down free beer,hate speech and offensive language
I be seein you bitches in the whip wit your boyfriend but he be lookin like your dad so I be eye ballin, then here comes ole salty ass bf,offensive language
I be stalking hoes :),offensive language
I be teaching bitches how to clear the bong mon,offensive language
I be telling Mcgirt music ain t enough.You gotta have a non music related agenda.Them crackers want to sell something with your face.,hate speech and offensive language
I be waking niccas up lol,offensive language
I be waking up on some new shit like fuck that bitch shit,hate speech and offensive language
I beat that pussy up up up up,offensive language
I beat the pussy up- yg,offensive language
I been getting money I ain t worried bout a hoe,offensive language
I been goin thru some shit from my niggas to my bitch they lookin like they wanna switch,hate speech and offensive language
I been in Atlanta 15 mins nd got 2 bad hoes numbers,hate speech and offensive language
I been in this hospital since 6 I m just tryna stay awake for 2more hrs then I can sip this D usse and party with the rest of the coons,hate speech and offensive language
I been way to consistent on niggas , I m have to drop some trash to get appreciated,offensive language
I beg to differ on that lip bittin shit. Dis bitch bit my lip nd tried to suck my blood. Aint shit sexy about that,offensive language
I bent yo bitch over that s why you mad these niggas broke that s why I laugh,hate speech and offensive language
I bet he rey go crazy ona bitch jack llab,offensive language
I bet if we took a twitter cencus it d be at least 35% basic ass bitches,offensive language
I bet u John Elway gets way more pussy than John Dorsey.,offensive language
I bet we are gonna see 3 game loan player reviews too just because people are that much of a cunt,offensive language
I bitch a lot but it s coo,offensive language
I bitch can tell that I m addicted to pussy she lookin pass it,offensive language
I called. In to work n bitch said they might not want me to go back,offensive language
I can be very vengeful. Don t be a cunt.,offensive language
I can fuck yo bitch and you can t,offensive language
I can guarantee that 9 out of 10 of y all s bitches follow me.,offensive language
I can hear the birds chirpin!,neither
I can make a bitch famous,offensive language
I can make a dike say she leavin that lady.. I can make a lady say she leavin that pussy ass nigga that gave her that baby,offensive language
I can neva count my stash cause I always lose count. I can neva keep no bitch cuz I put them hoes out,offensive language
I can tell when certain and specific people are posting on a group/corporate fb/twitter page by the consistent retarded hashtags #makeshitup,offensive language
I can turn a hoe into a housewife. Cause i know how to love. Thats all their missing.,offensive language
I can t believe I m jealous! All I can think is, What goddamn bitch was in your room to take a pic of you in bed with your shirt off?. -_-,offensive language
I can t believe these ghetto fucks left this little kid next to me. He s now playing with fucking everything. Odds of his survival? Minimal.,offensive language
I can t believe this nigga told me to put nutella on a bitch before you eat her out #wildnigga,hate speech and offensive language
I can t blow bubbles or whistle. I m basically retarded.,hate speech and offensive language
I can t entertain these hoes or these broke niggas,offensive language
I can t ever eat roast beef anymore without thinkin bout dark skin twat.. thanks a lot twitter/ig,offensive language
I can t express how much I hate sam, he is by far hands down no questions asked my least favorite character , so bitch made #freaksandgeeks,offensive language
I can t fuck a scary hoe.,hate speech and offensive language
I can t fuck with hoe niggas, I can t trust these hoes niether.,offensive language
I can t fuck with you no mo hoe and I m sorry.,offensive language
I can t handle when people give me an attitude, I dead them so quick. Like why do you have to be a nasty bitch,offensive language
I can t never be no bitch nigga , thats how you get treated like a bitch,hate speech and offensive language
I can t play flappy bird. It makes me angry.,neither
I can t sleep so ima watch Spongebob and eat crackers and peanut butter,neither
I can t stand a snobby stuck up bitch,offensive language
I can t stand this fat bitch next to me, with her hairy ass legs kiss imik,hate speech and offensive language
I can t take you serious if you wear colored contacts.,neither
I can t talk to anyone but you can go answer little.phone calls from your little bitches on the low in the bathroom foh,offensive language
I can t tell if I want to fuck you or if I want to slit your throat,hate speech and offensive language
I can t tell you the last time I seen 2 niggaz have a fight but I see bitches fight on video daily.,hate speech and offensive language
I can t wait to post the designs of my new walkout shirts, sweaters, and hats! Should have the official mock up done tomorrow. They re sexy.,neither
I can t wait to watch the saints put their weiner right in the cowboys butts . Dallas is trash,hate speech and offensive language
I can t with these second class bitches,offensive language
I can t with this disrespect ass bitches,offensive language
I cannot express how infinitely better the book is to this trash.,offensive language
I cant fuc wit no bitch thats addicted to drugz,hate speech and offensive language
I chase bread over hoes cause i never met a dollar i aint like #Facts,offensive language
I cheated on 10% of the bitches I had tf lol nobody even wanted to be all committed and shit,offensive language
I come wit the rocks on yu can get popped on, light yellow chevy same color as popcorn!,offensive language
I copped a Uzi but I need some bullets for that bitch !,offensive language
I could blank all you son s of bitches out #getatme #goofy #fuckmongo #naynayismongo,offensive language
I could go for a brownie right now,neither
I couldn t have no mama Joyce at my wedding. What a grumpy ass bitch!,offensive language
I couldn t press send. That tweet about anchor babies was even too raw for me.,offensive language
I cuff no hoes,offensive language
I curved yo bitch. Your welcome.,offensive language
I cut you out of my life for a reason you stupid bitch.. don t follow me on twitta,offensive language
I def got a few shades darker cutting my mama grass. There goes my yellow frame lol,neither
I did anything for my bitch now these hoes only get hard dick nbs,offensive language
I did everything but trust these hoes !,offensive language
I did everything except trust these hoes,offensive language
I didn t even get to see my baby today. Smh it s all my moms fault. Selfish bitch.,offensive language
I didn t forsake all other bitches for my wife to be getting fucked on by another nigga. and you know she married? you gotta die.,hate speech and offensive language
I didn t know my nig G-Eazy had reached a million views on one of his songs, haha that s crazy,offensive language
I didn t wanna see your hoe ass pictures anyways. Take care of your fuckin kids too.,offensive language
I didnt buy any alcohol this weekend, and only bought 20 fags. Proud that I still have 40 quid tbh,offensive language
I do da flow in a temple today fo nuttin. And dat Jew wit the funky hair tell me I subhuman. He tell me I ain t no mo human den a monkey,hate speech
I do know one thing though, bitches they come they go.,offensive language
I do the shit you bitches is too pussy to do,offensive language
I dog hoes not one but all hoes,hate speech and offensive language
I don t be crying over stripper bitches that left me for dudes with money tho. And. Singing about it.,offensive language
I don t believe in that frenemies shit who Wats to have a bitch like dat with u all the time,offensive language
I don t buy pussy cuz it s free bitch I buy lacs!,offensive language
I don t care how hot a bitch is, if her personality is shit, shes shit.,offensive language
I don t care how old I am, when you put me in front of a bag of takis I ll eat that bitch,offensive language
I don t care if you re Gay, yeent bout to me calling me bitch and fish and thinking shit is sweet. I don t even like girls doing that.,hate speech and offensive language
I don t chase no bitches, just chase my #dreams,offensive language
I don t even play flappy bird anymore because fuck him,offensive language
I don t feel like all black people are niggers but if you re black and you re being a nigger, imma tell you, idc,hate speech and offensive language
I don t fuck wit bitches that listen to that EDM shit for some reason them bitches be havin mad energy and I like to chill,offensive language
I don t fuck wit hoe niggas,offensive language
I don t fuck with these niggas cause they shady I don t fuck with these bitches all they want is to have my baby,hate speech and offensive language
I don t get what standing on Ya tip toes does for these pics these hoes be taking,offensive language
I don t get why bitches blame the hoe their man cheated on them with..IT WAS BOTH THEIR FAULT,their boyfriend could ve said no,hate speech and offensive language
I don t give a fuck about yo gal yo wifey or yo boo came here by myself bitch I m Tryna bone,offensive language
I don t glorify dis shit but bitch I am what I am and it is what it is!,offensive language
I don t got no type, bad bitches is the only thing that I Iike,offensive language
I don t got that bad of a mouth do I? Fuck shit ass bitch cunt shooby de doo wop,offensive language
I don t have a wife she my bitch for the night. If she was catching bodies then it might be alright,offensive language
I don t have hoes 
Its a myth,offensive language
I don t have no type .. Bad bitches is the only thing I like !!,offensive language
I don t hit women but I d slap tf out a bitch. No close fisted business though that s some cowardly shit.,offensive language
I don t hold feelings for my old flings I jus trade dem bitches in like my old range!! #Cap1,hate speech and offensive language
I don t kick it with fuck nights and bitches,offensive language
I don t know what hoe activities consist of bc I don t partake in them. Shit it s so many I damn near can t tweet without being a hoe,offensive language
I don t know what you been told but I love them project hoes,offensive language
I don t know what s more stressful, midterms or flappy birds.,neither
I don t know. Maybe it is a good quote and a good way to feel but I ve seen way too many petty life-destroying bitches use that quote.,offensive language
I don t like bat man though, I fucked his bitch twice.,offensive language
I don t like that bitch.,offensive language
I don t live for you hoes man,offensive language
I don t love these bitches OR these hoes; fuck they thought? I love my MONEY!,offensive language
I don t love you hoes.,offensive language
I don t make music for niggas that don t get bitches,offensive language
I don t need no savin  I need to get fucking high and get some pussy.,offensive language
I don t owe you shit, bitch, leave me alone,offensive language
I don t own any #Onslaught on #Vinyl I may have to get one now. Their new Lp is available in army green coloured vinyl,neither
I don t pity or hate #faggots. Sexual mutations are necessary side effect of #evolution. BUT PROLIFERATION at 4% is a sign #humans fucked UP,offensive language
I don t put nothing pass nobody when it comes money n pussy.,offensive language
I don t talk to niccas I talk to god we can relate,hate speech and offensive language
I don t trust these bitches,offensive language
I don t understand how you can be such a bitch,offensive language
I don t understand when people say yea, my first time smoking I didn t get high 

Cause damn that fuckin sucks bruh I was retarded high,offensive language
I don t want a bitch that s erybody bitch !,offensive language
I don t want me no good girl I fell inlove with these freak hoes,offensive language
I don t want no Philly disease lol Thot bitch,offensive language
I don t want no boof hoes or no burnt girls !,offensive language
I don t want sex bitch I only want ya neck bitch lol,offensive language
I don t want to deal with yesterday s trash! There s a reason it got thrown out in the first place,neither
I donated both of my (very expensive) prom dresses to teens who couldn t afford to buy one. Don t be a selfish bitch.,hate speech and offensive language
I done been to the top, I done sipped the juice/ and with that being said, bird crumbs will NEVER do!,neither
I done dun all kind of shit y all niccas just fills shit!,hate speech and offensive language
I done hit bout 6 threes out this bitch,offensive language
I done seen a lot of fake shit. That bitch ain t bad, she s basic.,offensive language
I dont even say nigga i say nigger. Im like Chuck Norris. I say the nigger word without checking over my shoulder.,hate speech and offensive language
I dont fuck wit hoes or broke bitches,hate speech and offensive language
I dont give a single shit who you are, if you wear a suit and white cotton socks I am just going to assume you are functionally retarded.,hate speech and offensive language
I dont hide bitch im high when im in public,offensive language
I dont know a niggah that could cover for me,hate speech and offensive language
I dont love these hoes .,hate speech and offensive language
I dont mess with sneaky ppl nd they hoe intentions,offensive language
I dont mind gay people but the flamboyant hey look at me Ima faggot kinda gays annoy me. bruh just play wit ya booty in peace. ion care.,hate speech and offensive language
I dont say fuck bitches get money because i love em both,offensive language
I dont think ive ever seen a fight on the real world. I mean a word fight yeah. tons of times. but damn! that bitch swung,offensive language
I dont understand rich people who dress like trash,offensive language
I dream about having twin girls a lot yea karma I know it s you bitch,offensive language
I dress how I feel, if I felt like a bitch id dress like one,offensive language
I drive by and them bitches waive but girl I can t stop,offensive language
I eat generic Oreos.. Baller with a budget bitch.,offensive language
I eats the pussy.,offensive language
I feel bad having this info but at the same time , karmas a bitch,,offensive language
I feel every song I hear is a soundtrack to my life. For 1 relationship & against another?? Keep in mind, the last song was pussy control!,offensive language
I feel like I got bitch slapped by karma.,offensive language
I feel like I should be sad and all that pussy shit but I am just so pissed right now idk what I m feeling.,offensive language
I feel like a bad bitch when I wear my rhinestoned pocket jeans .,offensive language
I feel like a bitch that just got her heartbroken a day before her wedding,offensive language
I feel like its gon be a homo revalution round dis bitch deez niggas expandin,hate speech and offensive language
I feel like slapping a bitch,offensive language
I feel like that niggah Pac these bitches set me up.,offensive language
I feel like this hoe owe me something ..,,offensive language
I feel so alone. I miss my #wife so much. I hate the white trash who raped and killed her and our daughters.,offensive language
I feel sorry fo niggas dat gtta make up shit to lie about. I would hate to have to think that fuckin much.#bitch,offensive language
I feel sorry for mexican and Asian niggas, they got the worse shaped bitches on earth.,hate speech and offensive language
I feel the sorry for the nice people in this world because they re actually the solution. Its all you hoes and assholes thats the problem,offensive language
I fell in love wit my side bitch, crazy thing she wasnt even my bitch,offensive language
I fight for what I love, but you make something of bitches I think nothing of.,offensive language
I figured that if hoes wanna play games, fuck em and leave em :),offensive language
I find a new song I like and play that hoe way more times than I should lol..,offensive language
I find it hard to believe cee-lo raping hoes, it s too easy to get them panties off when you successful,offensive language
I flipped dat pacc said fucc a bitch n went and did it again,offensive language
I found your arm in that trash receptacle and your leg in the mud down by that stream.You should consider keeping better track of your limbs,neither
I from the planet of apes king Kong clips,neither
I fuck bad bitches to stacy lattisaw, why you nigga s balls blue like an avatar?,offensive language
I fuck with lux and his knowledge but mooks presence, delivery is connecting more to the people. Crazy.,offensive language
I fucked the bitch I used to dream about and coulda died when I came from disbelief. Nah I dont wish to speak on her name that shit is weak,offensive language
I fucked the shit out yo bitch yesterday til she couldn t stand straight she called me earlier asking could she come and get a replay,offensive language
I fucked your little sister last night
The pussy was right 
The pussy was tight,offensive language
I fuckedd your bitch than gave her a snack pack,offensive language
I fuckin hate this bitches voice OMG,hate speech and offensive language
I fucking hate this fucking neighborhood, these fuckin bitches have someone over everyday ya3ne.,hate speech and offensive language
I gave my aunt my tupac greatest hits CD , that bitch is lucky I love my tupac CD,offensive language
I get a 50 pound bag of dawg for the mutts,offensive language
I get bitches on tinder,offensive language
I get gwop now that bitch remember me,offensive language
I give my niggas hope and sell these bitches dreams!,offensive language
I give off the Selfish little bitch vibe, but if you get to actually know me I tend to put others before myself 24/7,offensive language
I gonna start unfollowing angry bitches. Shit is mad depressing,offensive language
I got .05 of rain yesterday including the bird shit in my gauge.,offensive language
I got 2 bitches if them bitches snitching then finger itchin. shot em the kitchen, Makem wash the dishes.,offensive language
I got 99 problems but a bitch ain t 1!,offensive language
I got 99 problems but a bitch ain t one,offensive language
I got 99 problems but a bitch aint one, she s all 99 of em I need a michane gun,hate speech and offensive language
I got 99 problems but a pussy ass bitch ain t one ;),offensive language
I got California love fuckin bitches to that pop shit,offensive language
I got I.s.s Friday for refusing to give up my phone these bitches can kiss my ass cause there not getting it,offensive language
I got a Spanish bitch, her name Nina #paranoid,hate speech and offensive language
I got a gang of old ass drafts, all trash,offensive language
I got a main bitch I got new hoe love my Ak but I got my .44,offensive language
I got a surprise for you bitches,offensive language
I got a thick ass neck, tho. 17 1/2 or 18 on these hoes. Can t zip my half zip fleece out this bitch.,offensive language
I got a uncle through marriage dude got hips like big momma I swear all the lil kids mock his walk and he don t even know it,neither
I got ass cheeks on my white tee, all these hoes keep grindin on me,offensive language
I got bad bitches on stand by,offensive language
I got bitches nervous like virgins flirtin wit uncle mervin,offensive language
I got bitches on my dick

They just ain t here yet nigga,hate speech and offensive language
I got bitches tho.. That s all I got.,offensive language
I got dirty birds hey shoot like Larry bird hey,hate speech
I got every reason to feel like I m that bitch,offensive language
I got good credit. So my bitch credit gotta match mine,offensive language
I got hella hoes,offensive language
I got hoes in different area codes,offensive language
I got hoes. I got hoes. I got hoes. I got hoes.,offensive language
I got lean I got work I got bands my nigguh,offensive language
I got money and hoes money and hoes,offensive language
I got more private tracks than public on my soundcloud. I needa finish these joints so i can sick em on yall hoes,offensive language
I got more trust in drugs then these dumb ass bitches,offensive language
I got my eyes on this red bone,neither
I got my mind on my money, all I needs a bad bitch so I can ride round the city and spend this cash with,offensive language
I got my own rhythm and stroke patterns when I m bout to nut, be still bitch.,offensive language
I got no patience for hoes actin lame ima stop fuckin wit yo ass quick asl,offensive language
I got no pic up lines I stay on my grind I tell a bitch all the time bitch get in my car  I got my 64 Ridin on Dayton spokes !,offensive language
I got no respect for hoe shit,offensive language
I got some bitch ass coworkers. I stay late every day last week I don t complain about them mfs. They stay late they send emails that I left,offensive language
I got some lightskin pussy one time and the bitch damn near had me bout to propose.,offensive language
I got something for your ass, keep thinking I m pussy,offensive language
I got the streets in a head lock, I got yo bitch in a leg lock,offensive language
I got the streets ina headlock, i got yo bitch ina leg lock!,offensive language
I got this root beer chillin in the fridge imma crack that bitch open in a few,offensive language
I got to get the trash out and make breakfast for the Frau and start laundry so y all be good till I get back. Cracker Out!,offensive language
I got yo bitch dick whipped,offensive language
I gotta a bad bitch and all she do is bake cookies,offensive language
I gotta admit i used tell bitches everything they wanted to hear Bighead change my ways a lil bit,offensive language
I gotta bad bitch. always got her hair fixed. always n the mall wit her friends buying outfits,offensive language
I gotta big head yah bitch I think it s crown sized,offensive language
I gotta bitch to suck my dick till I nut spit it on my gut and slurp that shit back up ain t that a slut,hate speech and offensive language
I gotta get it while da gettin good my nigguh,offensive language
I grew to hate blonde and primary colored weaves but that wouldn t stop me from requesting some good mouthwork.,neither
I grew up with niggahs don t trust no niggah no love for niggahs,hate speech and offensive language
I guarantee there will b some hot twats out tonight in dresses with no leggings and open toed shoes.,offensive language
I guess bitches got it twisted and think I m weak or something.. Do I look weak? Do I look scary? Do I look like somebody you finna pick w|?,offensive language
I guess that OH was a bitch I don t! Ha,offensive language
I had 14 fags in the space ae 3 hours? Excuse me? #confused #wheresshitgoing,offensive language
I had a date wit Irene nd that bitch stood me up matter of fact she stood da whole city up thanx you fucking Cunt Irene up ur ass no grease,hate speech and offensive language
I had a dream I was in 4th grade again with my class except as my current self and remember thinking you re crazy, you become a hoe, moron,offensive language
I had a dumbass dr do that on a c-4, I was just like this dumb bitch,offensive language
I had froyo with brownies for dinner tonight. Being an adult is making these executive decisions,neither
I had liked this one bitch but, she always was in some shit causing some fucking drama,offensive language
I had the boldest side hoes, come out to me I front of my girl nd start touchin a nigguh,offensive language
I had to hug the block. You bitches just wave at it,offensive language
I had to unfollow some crazy asian bitch earlier lol I don t play,offensive language
I hardly text back so these hoes love to phone me,offensive language
I hate chunky pasta sauce. KEEP PESKY VEGETABLES WAY FROM ME,neither
I hate Hashtag activism. No lie. I think 95% of it is trash.,neither
I hate a  think she know how to out head type bitch foh ,offensive language
I hate a Hacked at 20k ass hoe..,hate speech and offensive language
I hate a bitch that love a bitch that say she love a nigga too
Confused ass bitch What you gon  do?
Is you gay bitch? Is you straight bitch?,offensive language
I hate a don t get shit done ass nigguh,offensive language
I hate a extra ass bitch or an extra ass nigga . you re doing too much , just stop . It s unnecessary .,hate speech and offensive language
I hate a nosey bitch like mind yah business,hate speech and offensive language
I hate a trash bad bitch,hate speech and offensive language
I hate a wishy washy bitch,hate speech and offensive language
I hate all these industry fags. I hope they all get the Nigerian Summer Flu,hate speech and offensive language
I hate bitch made niggas that think as soon as they get some pussy theyre bad ass. Youre 18 as a junior and you bang freshman. #bitchnigga,hate speech and offensive language
I hate bitches but ugly and//or fat bitches are the worst,hate speech and offensive language
I hate bitches that fish for compliments,offensive language
I hate bitches that have attitudes all the time,offensive language
I hate bitches with bad eyebrows,offensive language
I hate bitches with thick eyebrows,offensive language
I hate bitches. Thirsty ass bitches,hate speech and offensive language
I hate dumb bitches,hate speech
I hate fat bitches,hate speech and offensive language
I hate females that push their asses out as they walk. You know you look like a retarded Flamingo, right?,offensive language
I hate ghetto bitches with a passion..,hate speech and offensive language
I hate going to parties where really fat bitches go and act like theyre the shit because theyre at the party. Like damn Nessie im here too,offensive language
I hate hoes,offensive language
I hate hoes who be looking all nice nshit with their hair and nails done, but they kids look like they BARELY survived a tornado,offensive language
I hate how girls bitch about 

E V E R Y T H I N G,offensive language
I hate people who talk loud, ignorant ass mother fuckers and ghetto people.,offensive language
I hate pretty bitches that chill with lame niggas,hate speech and offensive language
I hate pulling into stores. Niggas be staring like they never seen a bitch drive a car with rims and a system. .,offensive language
I hate ratchet country hoes I m ashamed,offensive language
I hate self-rightous Black bitches.,hate speech and offensive language
I hate self-rightous bitches in general but my people really get on my fucking nerve sometimes.,offensive language
I hate stupid bitches who cry for stupid reasons,offensive language
I hate takin out the trash, I always be expecting a big ass dog to be in the alley or like a raccoon to jump out the dumpster,offensive language
I hate texting boring bitches,offensive language
I hate that I wake up early the morning after I drink. But the fact that there was a cold yellow gatorade in the fridge gets me so happy,neither
I hate that wee boy wae the squinty eyes in the game of thrones. #Suchaprick #hopehegetskilled,hate speech
I hate that when I have assigned seats they sit me by the most annoying bitches in the whole class.,hate speech and offensive language
I hate the f-ing bus, I hate the f-ing bus, high ho the dairy-0 I hate the f-ing bus!,hate speech and offensive language
I hate the ghetto trash at the special school across the street from my building. All of them will grow up to be criminals.,hate speech
I hate the white trash cops who raped and murdered my infant daughters and son.,hate speech
I hate those kids in your class that are always complaining and just being a bitch/douche to the teacher,hate speech and offensive language
I hate tht hoe I make it SO hard just to talk, dont I? I get off topic, Dont I??
 I get it poppin, Dont I? I ll end up stoppin, Wont I?,hate speech and offensive language
I hate twitter. Just a bunch of sexy bitches I can t have,offensive language
I hate when I see a thick bitch on Instagram, then she show up looking like a teddy graham.,offensive language
I hate when a bitch got fucked up teeth and she trynna smile in her pictures tf lmfao,hate speech and offensive language
I hate when a girls all I m single and I do single shit (be a lil thottie) cuff me if you have a problem like bitch I ll RKO your ass,offensive language
I hate when bitches been thinking smh,offensive language
I hate when bitches only wanna talk to me is when their bf breaks up with them or theyre on break with their bf. No nigga. Fuck out my inbox,offensive language
I hate when bitches post pictures with other cute bitches and don t tag em in it. That s low key very selfish as fuck,offensive language
I hate when bitches say bro and bruh,offensive language
I hate when bitches think you expect something in return for buying them a cheap ass gift or food. This is MY life, let me live!,offensive language
I hate when bitches try to talk shit with chipped nails,hate speech and offensive language
I hate when cute ass girls have wack af boyfriends like bitch youre settlling. Quit your settling and be with a real nigga,offensive language
I hate when females try to sound like bird heads,hate speech
I hate when girls say I m single but my heart is taken bitch, that nigga don t love you, hoe. Move on.,hate speech and offensive language
I hate when girls say forever alone like shut up your forever a hoe not forever alone so shut up before I get your dick breath on me,hate speech and offensive language
I hate when hoes try to play the wifey roll,offensive language
I hate when i see a cold hoe tryna kick knowledge,offensive language
